Indeks;Första år;Sista år;Finsk släkt;Förnamn;Efternamn;Släktbelägg;Ort;Nuv. Socken;Län;Arkivkälla;Källspecifikation;2:a källa;Uppg.-lämn;Kommentarer;;
202;1821;;Haljainen;;;Haljainen;Tallberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:103;;;;
203;1821;;Haljainen;;;Haljainen;Tvengsberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:126;;;;
204;1600-t;;Haljainen;;;Haljainen;Björkberg;Los (Hamra);X;SKS;Gottlundiana;Gtl1:158;;;;
205;1647;;Hallinen/Hallinen;Hans;Nilsson;Hallinen;Björkberget;Ljusnarsberg;T;ULA:Ljusnarsberg HR;domb 647;;JEB;;;
206;1821;;Hallinen/Hallinen;Anders;Andersson;Halinen;Tolgraven;S Finnskoga;S;SKS;Gottlundiana;Gtl2:351;;;;
207;1821;;Hallinen/Hallinen;Pål;Mickelsson;Halinen;Röjden;S Finnskoga;S;SKS;Gottlundiana;Gtl2:351;;;;
208;1821;;Hallinen/Hallinen;Olof;Olsson;Halinen;Röjden;S Finnskoga;S;SKS;Gottlundiana;Gtl2:350;;;;
209;1821;;Hallinen/Hallinen;Marit;Henriksdotter;Halinen;N Viggen;Nyskoga;S;SKS;Gottlundiana;Gtl2:348;;;;
210;1821;;Hallinen/Hallinen;;;Halinen;Alunbekken;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:203;;;;
211;1821;;Hallinen/Hallinen;;;Halinen;Bjurberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:50f;;;;
212;1821;;Hallinen/Hallinen;;;Halinen;Fall;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:198;;;;
213;1821;;Hallinen/Hallinen;;;Halinen;Falltorpet;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:57;;;;
214;1821;;Hallinen/Hallinen;;;Halinen;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:64;;;;
215;1821;;Hallinen/Hallinen;;;Halinen;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:62;;;;
216;1821;;Hallinen/Hallinen;;;Halinen;Rotberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:199f;;;;
217;1821;;Hallinen/Hallinen;;;Halinen;Röjden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:69f;;;;
218;1821;;Hallinen/Hallinen;;;Halinen;Skallbäcken;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:72;;;;
219;1821;;Hallinen/Hallinen;;;Halinen;Tysketorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:129;;;;
220;1821;;Hallinen/Hallinen;;;Halinen;Utneset;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:206;;;;
221;1600-t; ;Hallinen/Hallinen;;;Halinen;Röjden;S Finnskoga;S;SKS;Gottlundiana;"Gtl2:350;Gtl3:19";;;;
222;1685;1693;Halttuinen;Måns;;Houlton;;Nya Sverige;US;;;Craig:79;;;;
223;1690;1693;Halttuinen;Lasse;;Halton;;Nya Sverige;US;;;Craig:80;;;;
224;1692; ;Halttuinen;Peter;;Halton;;Nya Sverige;US;;;Craig:79;;;;
225;1693;;Halttuinen;Måns;;Hallton;;Nya Sverige;US;;;Craig:20;;;;
226;1693;;Halttuinen;Lasse ;;Hallton;;Nya Sverige;US;;;Craig:20;;;;
227;1600-t;;Halttuinen;Henrik;Henriksson;Haltuinen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:317;;;;
228;1648;1652;Hara/Haaranen;Eskil;;Hara; ;Äppelbo;W;ULA:Äppelbo TL;domb 648;B;;;;
229;1652;;Hara/Haaranen;Eskil;;Haar;;Äppelbo;W;ULA:Äppelbo KB;räk 652;;LOH;;;
230;1652;;Hara/Haaranen;Karl;Eskilsson;Hare;;Järna;W;VA:Älvdal HR;domb v652;;JEB;;;
231;1660; ;Hartikainen;Anders;;Hart;Flatåsen;Nyskoga;S;SRA:LR:Norra Ny;til 660; ;JEB;;;
232;1821;;Hartikainen;Valborg;Henriksdotter;Hartikainen;Digerberget;Nyskoga;S;SKS;Gottlundiana;Gtl2:321;;;;
233;1821;;Hartikainen;Per;Andersson;Hartikainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:344;;;;
234;1821;;Hartikainen;Olof;Svensson;Hartikainen;Mackartjärn;S Finnskoga;S;SKS;Gottlundiana;Gtl2:340;;;;
235;1821;;Hartikainen;Mats;Andersson;Hartikainen;Vålberg;Vitsand;S;SKS;Gottlundiana;Gtl2:340;;;;
236;1821;;Hartikainen;Maria;Henriksdotter;Hartikainen;Mangen;Vitsand;S;SKS;Gottlundiana;Gtl2:340;;;;
237;1821;;Hartikainen;Gertrud;Andersdotter;Hartikainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:343;;;;
238;1821;;Hartikainen;Henrik;Henriksson;Hartikainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:343;;;;
239;1821;;Hartikainen;Henrik;Henriksson;Hartikainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:344;;;;
240;1821;;Hartikainen;Henrik;Andersson;Hartikainen;Snipa;Vitsand;S;SKS;Gottlundiana;Gtl2:340;;;;
241;1821;;Hartikainen;Gertrud;Andersdotter;Hartikainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:317;;;;
242;1821;;Hartikainen;Elin;Henriksdotter;Hartikainen;Digerberget;Nyskoga;S;SKS;Gottlundiana;Gtl2:321;;;;
243;1821;;Hartikainen;Bengt;Matsson;Hartikainen;Tysktorp;Vitsand;S;SKS;Gottlundiana;Gtl2:345;;;;
244;1821;;Hartikainen;Annika;Henriksdotter;Hartikainen;Mangstrand;Vitsand;S;SKS;Gottlundiana;Gtl2:317;;;;
245;1821;;Hartikainen;Anders;Persson;Hartikainen;Bjurberget;S Finnskoga;S;SKS;Gottlundiana;Gtl2:351;;;;
246;1821;;Hartikainen;Anders;Henriksson;Hartikainen;Monkamäki;Nyskoga;S;SKS;Gottlundiana;Gtl2:344;;;;
247;1821;;Hartikainen;;;Hartikainen;Bjurberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:51;;;;
248;1821;;Hartikainen;;;Hartikainen;Digerberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:158f;;;;
249;1821;;Hartikainen;;;Hartikainen;Gillersberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:164;;;;
250;1821;;Hartikainen;;;Hartikainen;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:62f;;;;
251;1821;;Hartikainen;;;Hartikainen;Mangstrand;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:148;;;;
252;1821;;Hartikainen;;;Hartikainen;Mellan Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:162f;;;;
253;1821;;Hartikainen;;;Hartikainen;N Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:156f;;;;
254;1821;;Hartikainen;;;Hartikainen;Röjden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:69,71;;;;
255;1821;;Hartikainen;;;Hartikainen;Snipa;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:149;;;;
256;1821;;Hartikainen;;;Hartikainen;S Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:155,163f;;;;
257;1821;;Hartikainen;;;Hartikainen;S Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:156,165,167;;;;
258;1821;;Hartikainen;;;Hartikainen;Tjärnberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:159f;;;;
259;1821;;Hartikainen;;;Hartikainen;Öjeberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:161f;;;;
260;16/1700-t;;Hartikainen;Henrik;Andersson;Hartikainen;Ö Näsberget;Malung;W;SKS;Gottlundiana;Gtl1:274;;;;
261;16/1700-t;;Hartikainen;Henrik;;Hartikainen;Dalby Finnskog;S Finnskoga;S;SKS;Gottlundiana;Gtl2:317;;;;
262;16/1700-t;;Hartikainen;Henrik;;Hartikainen;Flatåsen;Nyskoga;S;SKS;Gottlundiana;Gtl2:230;;;;
263;1624; ;Hattarainen/Hättäräinen;Lars;Tomasson;Hattarainen;Ösjön;Los;X;FRA:SHS;Gottlund VII:9:9;Gtl3:22,31;;;;
264;1600-t;;Hattarainen/Hättäräinen;Lars;Tomasson;Haettera;Ösjön;Los;X;FRA:SHS;Gottlund VII:9.8;;MW;;;
265;1600-t;;Hattarainen/Hättäräinen;;;Hättesätt;Myggsjön;Orsa;W;;;S:52;;;;
266;1710;1727;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;VA:Fryksdal HR;domb h710;;JEB;;;
267;1711;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;VA:Fryksände KB;hfl 711-19;;JEB,NP;;;
268;1714;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;VA:Fryksände KB;fb 714,715,724;;JEB,NP;;;
269;1718;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;VA:Gräsmark KB;fb 718,728;;JEB,NP;;;
270;1723;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;SRA:LR:Fryksände;mtl 723,725; ;JM/NP;;;
271;1723;;Haukka/Hauko;Olof;;Hök;Bredsjön;Lekvattnet;S;VA:Fryksdal HR;domb h723,v724; ;JM;;;
272;1726;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;VA:Fryksdal HR;inneligg handl 726;;JEB;;;
273;1727;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;SRA:LR:Fryksände;til 727;B;;;;
274;1729;1730;Haukka/Hauko;Erik;;Höök;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 729/730;;JEB,JM,NP;;;
275;1735;1756;Haukka/Hauko;Olof;;Höök;Bredsjöskogen;Lekvattnet;S;VA:Fryksände KB;kyrä 735;;JEB;;;
276;1741;;Haukka/Hauko;Olof;;Höök;Bredsjön;Lekvattnet;S;VA:Fryksände KB;hfl 741-749;;JEB,NP;;;
277;1752; ;Haukka/Hauko;Olof;;Höök;Moilandstorp;Lekvattnet;S;VA:Fryksände KB;hfl 1752-56;;JM,NP;;;
278;1821;;Haukka/Hauko;;;Hauko;Pyntetorpet;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:177;;;;
279;1793;;Havuinen;Kerstin;;Havuinen;N Kölbergstorp;Malung;W;SKS;Gottlundiana;Gtl1:278;;;;
280;1821;;Havuinen;;;Havuinen;Andersstubben;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:48;;;;
281;1821;;Havuinen;;;Havuinen;Askosberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:120;;;;
282;1821;;Havuinen;;;Havuinen;Aspberget;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:43;;;;
283;1821;;Havuinen;;;Havuinen;Avundsåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:49f;;;;
284;1821;;Havuinen;;;Havuinen;Bjurberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:51ff;;;;
285;1821;;Havuinen;;;Havuinen;Björkåsen;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:151;;;;
286;1821;;Havuinen;;;Havuinen;Bograngen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:54;;;;
287;1821;;Havuinen;;;Havuinen;Galåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:66;;;;
288;1821;;Havuinen;;;Havuinen;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:63ff;;;;
289;1821;;Havuinen;;;Havuinen;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:62f;;;;
290;1821;;Havuinen;;;Havuinen;Lukashaugen;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:128f;;;;
291;1821;;Havuinen;;;Havuinen;Mackaretjärn;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:67f;;;;
292;1821;;Havuinen;;;Havuinen;Mangen;Vitsand;S;FRA:SHS;Gottlund VII:9:8;Gtl4:147;;;;
293;1821;;Havuinen;;;Havuinen;Rotberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200;;;;
294;1821;;Havuinen;;;Havuinen;Rotneberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:119;;;;
295;1821;;Havuinen;;;Havuinen;Röjden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:69ff;;;;
296;1821;;Havuinen;;;Havuinen;Skallbäcken;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:72;;;;
297;1821;;Havuinen;;;Havuinen;Skråckarberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:73;;;;
298;1821;;Havuinen;;;Havuinen;Skåråhon;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:47;;;;
299;1821;;Havuinen;;;Havuinen;S Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:163;;;;
300;1821;;Havuinen;;;Havuinen;Tjärnberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:159;;;;
301;1821;;Havuinen;;;Havuinen;Vålberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:124;;;;
302;16/1700-t;;Havuinen;Kristoffer;Tomasson;Havuinen;Brunnberg;Ekshärad;S;SKS;Gottlundiana;Gtl1:279f;;;;
303;16/1700-t;;Havuinen;Kristoffer;;Havvonen;Brunnberg;Ekshärad;S;;;Ax2:92;;;;
304;1600-t;;Havuinen;Kristoffer;Tomasson;Havuinen;Kringsberg;S Finnskoga;S;SKS;Gottlundiana;Gtl2:331,FFoN 88:2;; ;;
305;1700-t;;Havuinen;Nils;;Havuinen;Nybofjäll;Äppelbo;W;SKS;Gottlundiana;Gtl2:331;;;;
306;1700-t;;Havuinen;Nils;Kristoffersson;Havuinen;Brunnberg;Ekshärad;S;SKS;Gottlundiana;Gtl2:331;;;;
307;1700-t;;Havuinen;Per;Nilsson;Havuinen;Brunnberg;Ekshärad;S;SKS;Gottlundiana;Gtl2:331;;;;
308;1703;;Havuinen?;Nils;Johansson;Hamn;;S Finnskoga;S;VA:Dalby KB;fb 703;;JM; ;;
309;1662;1671;Heilainen/Heiloinen;Pål;;Huilan;Runnsjön;Östmark;S;SRA:LR:Fryksände;til 662;;JEB;;;
310;1662;;Heilainen/Heiloinen;Pål;;Hailain;Runnsjön;Östmark;S;SRA:LR:Fryksände;til 662;;GB;;;
311;1664;;Heilainen/Heiloinen;Pål;;Hälian;Runnsjön;Östmark;S;SRA:LR:Fryksände;til 664;B;GB;;;
312;1664;;Heilainen/Heiloinen;Pål;;Hålian;Runnsjön;Östmark;S;SRA:LR:Fryksände;til 664,666;;JEB;;;
313;1667;;Heilainen/Heiloinen;Pål;;Hälian;Svarthultet;Östmark;S;SRA:LR:Fryksände;til 667;;JEB;;;
314;1671;;Heilainen/Heiloinen;Pål;;Heijlandh;Torsby;Östmark;S;SRA:LR:Fryksände;mtl 671; ;JM/NP;;;
315;1696; ;Heilainen/Heiloinen;Anders;;Heiland;Timbonäs;Gräsmark;S;VA:Gräsmark KB;db 696;;JM;;;
316;1733;;Heilainen/Heiloinen;Pål;Pålsen;Hejeland;Fjellskogen;Eidskog;No;SAH:SØSS;tb 733;;JM;;;
317;1817;;Heilainen/Heiloinen;;;Heiloinen;Ö Näsberget;Malung;W;SKS;Gottlundiana;Gtl1:273,FFoN 88:2;;;;
318;1624;;Helsoinen;Grels;Eriksson;Helsoinen;Björnberg;Ängersjö;Z;FRA:SHS;Gottlund VII:9:9;Gtl3:32;;;;
319;1624;1624;Helsoinen;Grels;Eriksson;Helsoinen;Björnberg;Ängersjö;Z;FRA:SHS;Gottlund VII:9:9;Gtl3:32;;;;
320;1817;;Helsoinen;Erik;Jansson;Helsoinen;Lejen;Säfsnäs;W;SKS;Gottlundiana;Gtl1:359;;;;
321;1817;;Helsoinen;Katarina;Jansdotter;Helsoinen;Säfsen;Säfsnäs;W;SKS;konc.: n.493a;;LOH;;; 
322;1600-t;;Helsoinen;;;Elsi;Björnberg;Ängersjö;Z;FRA:SHS;Gottlund VII:9:8;;MW;;;
323;1749;;Heppuinen;Johan;Henriksson;Häppen;;Gräsmark;S;VA:Fryksdal HR,NT;domb v749;A;;;;
324;1821;;Heppuinen;Henrik;Matsson;Heppuinen;Soranstorp;Gräsmark;S;VA:Gräsmark KB;hfl 819-23;;JEB,NP;;;
325;1821;;Heppuinen;;;Heppuinen;Bredsjön;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:134f;;;;
326;1821;;Heppuinen;;;Heppuinen;N Lekvattnet;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:139;;;;
327;1821;;Heppuinen;;;Heppuinen;Soranstorp;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:173;;;;
328;1821;;Heppuinen;;;Heppuinen;Stensgårds utskog;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:130;;;;
329;1821;;Heppuinen;;;Heppuinen;Vittjärn;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:83,111;;;;
330;16/1700-t;;Heppuinen;;;Häppoinen;;Lekvattnet;S;;;Ax1:160;;;;
331;1686;;Hiemainen;Henrik; ;Hiemenna;Galåsen;Trysil;No;NRA:DK;finnemtl 686;Fm:122;;;;
332;1686; ;Hiemainen;Henrik;;Hiemmem;Galåsen;Trysil;No;SAH:SØSS;tb 686;;JM;;;
333;1686; ;Hiemainen;Kirsti;;Hiemena;Tørberget;Trysil;No;SAH:SØSS;tb 686;;JM;;;
334;1658;1676;Hiiroinen;Simon;;Hiran;Ulvsjön;Östmark;S;SRA:LR:Fryksände;mtl 658;;GB;;;
335;1661;1669;Hiiroinen;Per;;Hiran;Arnsjön;Östmark;S;SRA:LR:Fryksände;til 661;;JEB;;;
336;1663;;Hiiroinen;Simon;;Hiraat;Östmark;Östmark;S;SRA:LR:Fryksände;mtl 663;;JM/NP;;;
337;1664;;Hiiroinen;Simon;;Hiran;S Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;mtl 664,665; ;JM/NP;;;
338;1664;;Hiiroinen;Simon;;Hiran;S Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 664,667;;JEB;;;
339;1668;;Hiiroinen;Simon;;Hijran;Bredsjön;Lekvattnet;S;SRA:LR:Fryksände;til 668;;JEB;;;
340;1669;;Hiiroinen;Simon;;Hiran;;;S;VA:Fryksdal HR;domb h669; ;JEB;;;
341;1669;;Hiiroinen;Per;;Hiran;;;S;VA:Fryksdal HR;domb h669; ;JEB;;;
342;1673;;Hiiroinen;Simon;;Hijran;Viggen;Nyskoga;S;SRA:LR:Fryksände;mtl 673; ;JM/NP;;;
343;1674;;Hiiroinen;Erik;;Hiran;;;S;VA:Fryksdal HR;domb v674; ;JEB;;;
344;1675;;Hiiroinen;Simon;;Hiran;Viggen;Nyskoga;S;SRA:LR:Norra Ny;mtl 675;;JM/NP;;;
345;1676;;Hiiroinen;Simon;;Hijran;Avundsåsen;S Finnskoga;S;VA:Älvdal HR;domb v676;;JEB,GB,JM;;;
346;1676;;Hiiroinen;Simon;;Hiran;Avundsåsen;S Finnskoga;S;SRA:LR:Dalby;mtl 676; ;JM/NP;;;
347;1686;1692;Hiiroinen;Per;;Hirehan;Digerberget;Nyskoga;S;SRA:LR:Norra Ny;mtl 686;;JM/NP;;;
348;1687;;Hiiroinen;Per;;Hijran;Digerberget;Nyskoga;S;SRA:LR:Norra Ny;mtl 687;;JEB,JM/NP;;;
349;1688;;Hiiroinen;Per;;Hiiran;Digerberget;Nyskoga;S;SRA:LR:Norra Ny;mtl 688;;JM/NP;;;
350;1688;;Hiiroinen;Per;;Hijran;Digerberget;Nyskoga;S;VA:Älvdal HR;domb v688;;JEB;;;
351;1692;;Hiiroinen;Per;;Hijran;Tjärnberget;Nyskoga;S;SRA:LR:Norra Ny;mtl 692;;JM/NP;;;
352;1698;;Hiiroinen;Erik;;Hiran;;Gräsmark;S;VA:Gräsmark KB;db 698;;JEB;;;
353;1701;;Hiiroinen;Johan;;Hiran;Krokskogen;Hole;No;;;Ø:103;;;;
354;1709;;Hiiroinen;Per;Persson;Hiran;Mangslidberget;Nyskoga;S;VA:Älvdal HR;domb v709;;JEB;;;
355;1711;;Hiiroinen;Per;;Hiran;Vadjeskogen;Fryksände;S;VA:Fryksände KB;db 711;;JEB,NP;;;
356;1817;;Hiiroinen;Anders;;Hiiroinen;Lilla Björnmossen;Svärdsjö;W;SKS;Gottlundiana;Gtl1:87;;;;
357;1821;;Hiiroinen;Olof;Ersson;Hiiroinen;Bjurberget;S Finnskoga;S;SKS;Gottlundiana;Gtl2:351;;;;
358;1821;;Hiiroinen;Pål;Andersson;Hiiroinen;Bjurberget;S Finnskoga;S;SKS;Gottlundiana;Gtl2:351;;;;
359;1821;;Hiiroinen;;;Hiiroinen;Bjurberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:50ff;;;;
360;1821;;Hiiroinen;;;Hiiroinen;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:66;;;;
361;1821;;Hiiroinen;;;Hiiroinen;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:62;;;;
362;1821;;Hiiroinen;;;Hiiroinen;Mangslidberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:63;;;;
363;1821;;Hiiroinen;;;Hiiroinen;N Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:167;;;;
364;1821;;Hiiroinen;;;Hiiroinen;Tolgraven;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:74;;;;
365;1676; ;Hiltanen;Lars;Mickelsson;Hijltanen;Nås;Nås;W;ULA:KLA;rekr 670-87;;JEB;;;
366;1788;;Hiltuinen;Johan;Filipsson;Hilduinen;Örträsk;Örträsk;AC;HLA:Lycksele KB;hfl 788-809 ;RG48:129;;;;
367;1686; ;Himainen;Kirsti;;Hiemenna;Tørberget;Trysil;No;NRA:DK;finnemtl 686;Fm:127;;;;
368;1821;;Himainen;Sigfrid;Persson;Himainen;Mangen;Vitsand;S;SKS;Gottlundiana;Gtl2:340;;;;
369;1821;;Himainen;Nils;Pålsson;Himainen;Mangstrand;Vitsand;S;SKS;Gottlundiana;Gtl2:316;;;;
370;1821;;Himainen;Nils;Pålsson;Himainen;Mangstrand;Vitsand;S;SKS;Gottlundiana;Gtl2:316;;;;
371;1821;;Himainen;Henrik;Nilsson;Himainen;Mangstrand;Vitsand;S;SKS;Gottlundiana;Gtl2:316;;;;
372;1821;;Himainen;Anders;Persson;Himainen;Björkåsen;Vitsand;S;SKS;Gottlundiana;Gtl2:340;;;;
373;1821;;Himainen;;;Himainen;Bjurberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:52;;;;
374;1821;;Himainen;;;Himainen;Igelsjöberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:168;;;;
375;1821;;Himainen;;;Himainen;Kringsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:62;;;;
376;1821;;Himainen;;;Himainen;Öjeberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:161;;;;
377;1633;1647;Hirvi;Jakob;;Hirwij;;Ljusnarsberg;T;KrA:Närke-Värml;bl 633;B;GB;;;
378;1637;;Hirvi;Jakob;Olsson;Hirfwij;;Ljusnarsberg;T;KrA:Närke-Värml;ro 637:203;;JEB;;;
379;1637;;Hirvi;Jakob;Olsson;Hirfwig;Hos Candalainen;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 637;;LOH;;;
380;1638;;Hirvi;Jakob ; ;Hirff; ;Ljusnarsberg;T;ULA:Ljusnarsbergs KB;fb 638, kyrä 639;;LOH,JM;;;
381;1640;;Hirvi;Jakob;Olsson;Hirfue;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 640;;LOH;;;
382;1640;;Hirvi;Jakob;Olsson;Hirfue;;Ljusnarsberg;T;KrA:Närke-Värml;ro 640:208;;JEB;;;
383;1642; ;Hirvi;Jakob;Olsson;Hirff;Ljusnaren;Ljusnarsberg;T;ULA:Ljusnarsberg KB;fb 642;;JEB;;;
384;1642;;Hirvi;Jakob;Olsson;Hirff;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;bosk 642;;JEB;;;
385;1643;;Hirvi;Jakob;Olsson;Hirff;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 643;;JEB;;;
386;1644; ;Hirvi;Jakob;;Hirff;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;bosk 644,647, mtl 647;;JEB;;;
387;1645; ;Hirvi;Jakob;;Hirff; ;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 645-47;;JEB;;;
388;1684; ;Hirvi;Mickel;;Hirff;;Ljusnarsberg;T;ULA:Ljusnarsbergs KB;vb 684;;LOH;;;
389;1658; ;Hokkainen;Per;;Håckanen;Arnsjön;Östmark;S;SRA:LR:Fryksände;til 658;;JEB;;;
390;1660;1661;Hokkainen;Anders;;Håck;S Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 660,661;;JEB;;;
391;1661; ;Hokkainen;Olof;;Håcken;Långtjärn;Gräsmark;S;SRA:LR:Sunne;til 661,662;;JEB;;;
392;1668;1669;Hokkainen;Jakob;;Håkan;St Tomsjön;Hällefors;T;SRA:LR:Hällefors;mtl 668,669;FFoN 89:1;;;;
393;1669;;Hokkainen;Mårten;;Haiken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;til 669,670; ;JEB,JM;;;
394;1673; ;Hokkainen;Per;;Åcken;Spettungen;Lekvattnet;S;SRA:LR:Fryksände;til 673;;JEB;;;
395;1673;1674;Hokkainen;Olof;;Åcken;Arnsjön;Östmark;S;SRA:LR:Fryksände;til 673;;JEB;;;
396;1674;;Hokkainen;Olof;;Håcken;Arnsjön;Östmark;S;ULA:ÖLA;inh.rans 674;;GB;;;
397;1674;1722;Hokkainen;Per;Persson;Håken;;;S;VA:Fryksdal HR;domb v674;;JEB;;;
398;1674;;Hokkainen;Per;Persson;Åcken;Timbonäs;Gräsmark;S;ULA:ÖLA;inh.rans 674;;GB;;;
399;1674;;Hokkainen;Per; ;Åcken;Timbonäs;Gräsmark;S;ULA:ÖLA;inh.rans 674;;GB;;;
400;1678;1700;Hokkainen;Per;;Håckan;Fjäll;Mangskog;S;SRA:LR:Brunskog;til 678,681;;JEB;;;
401;1678; ;Hokkainen;Per;;Håkansson;Fjäll;Mangskog;S;SRA:LR:Brunskog;mtl 678;;JEB;;;
402;1678;1724;Hokkainen;Olof;;Håcken;Salungen;Mangskog;S;SRA:LR:Brunskog;mtl 678; ;JM;;;
