Indeks;Första år;Sista år;Finsk släkt;Förnamn;Efternamn;Släktbelägg;Ort;Nuv. Socken;Län;Arkivkälla;Källspecifikation;2:a källa;Uppg.-lämn;Kommentarer;;
5778;1821;;Vaissinen/Väisäinen;Anders;Nilsson;Vaissinen;Nollaberget;Nyskoga;S;SKS;Gottlundiana;Gtl2:349;;;;
5779;1821;;Vaissinen/Väisäinen;;;Vaisinen;Avundsåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:50;;;;
5780;1821;;Vaissinen/Väisäinen;;;Vaisinen;Björntjärnshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:106;;;;
5781;1821;;Vaissinen/Väisäinen;;;Vaisinen;Kaikelandstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:96;;;;
5782;1821;;Vaissinen/Väisäinen;;;Vaisinen;Kalsjøberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:125;;;;
5783;1821;;Vaissinen/Väisäinen;;;Vaisinen;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:64f;;;;
5784;1821;;Vaissinen/Väisäinen;;;Vaisinen;Kirkesjøberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:119;;;;
5785;1821;;Vaissinen/Väisäinen;;;Vaisinen;N Lauvberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:127;;;;
5786;1821;;Vaissinen/Väisäinen;;;Vaisinen;Långsjöhöjden;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:143;;;;
5787;1821;;Vaissinen/Väisäinen;;;Vaisinen;Mackaretjärn;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:68;;;;
5788;1821;;Vaissinen/Väisäinen;;;Vaisinen;Moldusen;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:125,128;;;;
5789;1821;;Vaissinen/Väisäinen;;;Vaisinen;Mosshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:105;;;;
5790;1821;;Vaissinen/Väisäinen;;;Vaisinen;Mulltjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:98;;;;
5791;1821;;Vaissinen/Väisäinen;;;Vaisinen;Myrgubben;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:130;;;;
5792;1821;;Vaissinen/Väisäinen;;;Vaisisia;N Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:156f,165ff;;;;
5793;1821;;Vaissinen/Väisäinen;;;Vaisinen;N Åskagsberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:89;;;;
5794;1821;;Vaissinen/Väisäinen;;;Vaisinen;Pylketorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:87;;;;
5795;1821;;Vaissinen/Väisäinen;;;Vaisinen;Rosastorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:85;;;;
5796;1821;;Vaissinen/Väisäinen;;;Vaisinen;Rotberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200;;;;
5797;1821;;Vaissinen/Väisäinen;;;Vaisinen;Rotneberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:119;;;;
5798;1821;;Vaissinen/Väisäinen;;;Vaisinen;Skallbäcken;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:72;;;;
5799;1821;;Vaissinen/Väisäinen;;;Vaisinen;Skråckarberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:73;;;;
5800;1821;;Vaissinen/Väisäinen;;;Vaisinen;S Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:155,163f;;;;
5801;1821;;Vaissinen/Väisäinen;;;Vaisinen;S Åskagsberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:88;;;;
5802;1821;;Vaissinen/Väisäinen;;;Vaisinen;Tysketorpet;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:129;;;;
5803;1821;;Vaissinen/Väisäinen;;;Vaisinen;Vålberget;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:124;;;;
5804;1821;;Vaissinen/Väisäinen;;;Vaisinen;Öjeberget;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:161;;;;
5805;1822;;Vaissinen/Väisäinen;Per;Persen;Vaisinen;Lystadberget;Brandval Finnskog;No;SKS;Gottlundiana, fullmakt;Fk 08:3;;;;
5806;1822;;Vaissinen/Väisäinen;Lars;Johansen;Vaisinen;Lystadberget;Brandval Finnskog;No;SKS;Gottlundiana, fullmakt;Fk 08:3;;;;
5807;1600-t;;Vaissinen/Väisäinen;;;Väisäinen;Fallåsen;Ockelbo;X;FRA:SHS;Gottlund VII:9:9;Gtl3:141;;;;
5808;1635;1647;Vakkuri;Lars;Olsson;Waker;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 635;;LOH;;;
5809;1638;;Vakkuri;Lars;;Waker;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 638;;LOH;;;
5810;1643;;Vakkuri;Lars;;Wacker;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 643,fb 647;;LOH;;;
5811;1698;1714;Valkoinen;Hans;;Wallkin;S Röjdåsen;Östmark;S;VA:Fryksdal HR;domb h698; ;JM;;;
5812;1699; ;Valkoinen;Petter;Jonsson;Walkow;;Nya Sverige;US;;;Trinity Church records;;;;
5813;1701;;Valkoinen;Hans;;Walken;S Röjdåsen;Östmark;S;SRA:LR:Fryksände;mtl 701-704,706,707,709-715;;JM/NP;;;
5814;1709;;Valkoinen;Hans;;Vallkin;;Östmark;S;VA:Fryksände KB;fb 709,710;;JM,NP;;;
5815;1710;;Valkoinen;Hans;;Walken;S Röjdåsen;Östmark;S;VA:Fryksdal HR;domb h710; ;JM;;;
5816;1711;;Valkoinen;Hans;;Wallkin;S Röjdåsen;Östmark;S;VA:Fryksände KB;hfl 711-19;;JEB,NP;;;
5817;1714;;Valkoinen;Hans;;Wallken;S Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 714;;GB;;;
5818;1714;;Valkoinen;Hans;;Valken;S Röjdåsen;Östmark;S;SRA:LR:Fryksände;kontrib 714;;JEB;;;
5819;1821;;Valkoinen;Mickel;Henriksson;Valkoinen;Arnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:241;;;;
5820;1821;;Valkoinen;Anders;Hansson;Valkoinen;Arnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:260;;;;
5821;1821;;Valkoinen;;;Valkoinen;Arnsjön;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:84f;;;;
5822;1821;;Valkoinen;;;Valkoinen;Aronstorpet;Austmarka;No;FRA:SHS;Gottlund VII:9:8;Gtl4:171;;;;
5823;1821;;Valkoinen;;;Valkoinen;Bilitt;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:117;;;;
5824;1821;;Valkoinen;;;Valkoinen;Fäbacken;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:80;;;;
5825;1821;;Valkoinen;;;Valkoinen;Grasberget;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:116;;;;
5826;1821;;Valkoinen;;;Valkoinen;Hatacktorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:87;;;;
5827;1821;;Valkoinen;;;Valkoinen;Kartberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:91;;;;
5828;1821;;Valkoinen;;;Valkoinen;Lønnhøgda;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:122;;;;
5829;1821;;Valkoinen;;;Valkoinen;Moldusen;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:125,128;;;;
5830;1821;;Valkoinen;;;Valkoinen;N Lekvattnet;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:138;;;;
5831;1821;;Valkoinen;;;Valkoinen;N Röjdåsen;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:96;;;;
5832;1821;;Valkoinen;;;Valkoinen;Ormberget;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:114,116;;;;
5833;1821;;Valkoinen;;;Valkoinen;Rundhøgda;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:117;;;;
5834;1821;;Valkoinen;;;Valkoinen;Skasenden;Grue Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:121;;;;
5835;1821;;Valkoinen;;;Valkoinen;Stampetorpet;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:118;;;;
5836;1821;;Valkoinen;;;Valkoinen;Stenbråten;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:85;;;;
5837;1821;;Valkoinen;;;Valkoinen;Stensgårds utskog;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:130;;;;
5838;1821;;Valkoinen;;;Valkoinen;Sæterberget;Brandval Finnskog;S;FRA:SHS;Gottlund VII:9:8;Gtl4:117;;;;
5839;1821;;Valkoinen;;;Valkoinen;S Röjdåsen;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:91;;;;
5840;1821;;Valkoinen;;;Valkoinen;S Åskagsberg;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:88;;;;
5841;1822;;Valkoinen;Hans;Eriksen;Valkonen;Sikåa;Austmarka;No;SKS;Gottlundiana, fullmakt;Fk 08:3;;;;
5842;1676; ;Vanninen;Anders;Persson;Wanninen;Nås;Nås;W;ULA:KLA;rekr 670-87;;JEB;;;
5843;1643; ;Vappuinen;Per;;Valborgs;Valborgs Pers torp;Malingsbo;W;SRA:LMA:Söderbärke;geometrisk avmätn 643;;LOH;;;
5844;1647;1654;Vappuinen;Mats;Eriksson;Valborg;;;W;ULA:Söderbärke HR;domb 647;;LOH;;;
5845;1651;;Vappuinen;Mats;Eriksson;Valborg;;;W;ULA:Tuna TL;domb 651,654;;LOH;;;
5846;1658; ;Vappuinen;Mats;;Valborgs;;;W;SRA:LR:Tuna;sak 658;;JEB;;;
5847;1671;1686;Vappuinen;Henrik;Henriksen;Huop;;Åsnes Finnskog;No;SAH:SØSS;tb 671-674;;JM;;;
5848;1674; ;Vappuinen;Mats;;Valborgs;Norbo;Silvberg;W;SRA:LR:Tuna;til 674;;JEB;;;
5849;1681;;Vappuinen;Henrik;Henriksen;Wap;;Åsnes Finnskog;No;SAH:SØSS;tb 681;;JM;;;
5850;1681;1695;Vappuinen;Mattis;Henriksen;Wap;;Åsnes Finnskog;No;SAH:SØSS;tb 681;;JM;;;
5851;1682; ;Vappuinen;Per;Knutsson;Valborg;Järsjökälla;Malingsbo;W;ULA:Söderbärke HR;domb 682;;LOH;;;
5852;1686; ;Vappuinen;Marte;Henriksdatter;Vab;Midtskog;Åsnes Finnskog;No;NRA:DK;finnemtl 686;Fm:107;;;;
5853;1686;;Vappuinen;Marte;Henriksdatter;Huap;Peistorpet;Åsnes Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5854;1686;;Vappuinen;Henrik;;Vab;Midtskog;Åsnes Finnskog;No;NRA:DK;finnemtl 686;Fm:107;;;;
5855;1688;1689;Vappuinen;Daniel;Matsson;Valborg;Norbo;Silvberg;W;SRA:LR:Tuna;mtl 688,689;;LOH;;;
5856;1688;;Vappuinen;Mats;;Wapen;Skråckarberget;S Finnskoga;S;SRA:LR:Dalby;mtl 688;;JM/NP;;;
5857;1692;;Vappuinen;Mats;;Wappen;Knappåsen;Ekshärad;S;SRA:LR:Ekshärad;mtl 692,695;;LOH;;;
5858;1694;;Vappuinen;Mats;;Wapon;Knappåsen;Ekshärad;S;SRA:LR:Ekshärad;mtl 694;;JM/NP;;;
5859;1709; ;Vappuinen;Lars;Larsson;Walbors;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 709,710;;JM/NP;;;
5860;1821;;Vappuinen;;;Vappuinen;Långtjärnstorp;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:187;;;;
5861;1821;;Vappuinen;;;Vappuinen;N Lekvattnet;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:141;;;;
5862;16/1700-t;;Vappuinen;;;Vappuinen;Skattlösberg;Grangärde;W;SKS;Gottlundiana;Gtl1:324,374;;;;
5863;16/1700-t;;Vappuinen;;;Vappuisia;Abborberg;Grangärde;W;SKS;Gottlundiana;Gtl1:374;;;;
5864;1624; ;Varis;Erik;;Kråka;Tåprastatorp;Noraskog;T;SRA:LH:Noraskog;jb 624;;LOH;;;
5865;1631; ;Varis;Tomas;;Kråka;;Noraskog;T;ULA:Noraskog HR;domb 631;;LOH;;;
5866;1637; ;Varis;Måns;;Kråka;;Färnebo;S;SRA:LR:Färnebo;mtl 637;;LOH;;;
5867;1637; ;Varis;Nils;Olsson;Huaris;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;mtl 637;;LOH;;;
5868;1658;1674;Vauhkoinen;Staffan;;Wauken;Lillåna;Östmark;S;SRA:LR:Fryksände;til 658;;JEB;;;
5869;1660;;Vauhkoinen;Staffan;;Wauke;Röjdoset;Östmark;S;SRA:LR:Fryksände;til 660;;JEB;;;
5870;1662;;Vauhkoinen;Staffan;;Wauken;Lillåna;Östmark;S;SRA:LR:Fryksände;til 662;;JEB;;;
5871;1663;;Vauhkoinen;Staffan;;Waken;Mellmarks ägor;Östmark;S;SRA:LR:Fryksände;til 663;;JEB;;;
5872;1664;;Vauhkoinen;Staffan;;Wauken;Arnsjön;Östmark;S;SRA:LR:Fryksände;til 664,667,668,669;;JEB;;;
5873;1669;1670;Vauhkoinen;Mårten;;Haikan;Aspberget;N Finnskoga;S;SRA:LR:Dalby;til 669,670;;JEB;;;
5874;1674;;Vauhkoinen;Staffan;Andersson;Wauken;Arnsjön;Östmark;S;ULA:ÖLA;inh.rans 674;;JEB,JM,LOH,NP;;;
5875;1681;1701;Vauhkoinen;Staffan;;Wauken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 681,685,686,687,688; ;JM/NP;;;
5876;1682;;Vauhkoinen;Staffan;;Waken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 682,683,684;;JM/NP;;;
5877;1686; ;Vauhkoinen;Eli;Nilsdatter;Vauken;Galåsen;Trysil;No;NRA:DK;finnemtl 686;Fm:123;;;;
5878;1686; ;Vauhkoinen;Johan;Larsen;Vaikan;Retteråsen;Hof;No;NRA:DK;finnemtl 686;Fm:116;;;;
5879;1686;;Vauhkoinen;Johan;Larsen;Waichan;Lille Hovelsåsen;Åsnes;No;SAH:SØSS;tb 686;;JM;;;
5880;1690;;Vauhkoinen;Staffan;;Wajken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 690;;JM/NP;;;
5881;1691;;Vauhkoinen;Staffan;;Waikan;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 691; ;JM/NP;;;
5882;1692;;Vauhkoinen;Staffan;;Waiken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 692,695;;JM/NP;;;
5883;1696;;Vauhkoinen;Staffan;;Waken;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb v696;;JEB,JM;;;
5884;1700;;Vauhkoinen;Steffen;;Væd;Aspberget;N Finnskoga;S;SAH:SØSS;tb 700;;JM;;;
5885;1701;;Vauhkoinen;Staffan;;Wacken;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h701;;JEB,JM;;;
5886;1704;;Vauhkoinen;Mårten;Staffansson;Haijkan;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h704;;JEB;;;
5887;1707;;Vauhkoinen;Mårten;;Waiken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 707,711-713,715,718,719;;JM/NP;;;
5888;1709;;Vauhkoinen;Mårten;;Wajken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 709;;JM/NP;;;
5889;1710;;Vauhkoinen;Mårten;;Wajsen;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 710;;JM/NP;;;
5890;1712;;Vauhkoinen;Mårten;;Waiken;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h712;;JEB;;;
5891;1714;;Vauhkoinen;Mårten;;Waiken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;kontrib 714;;JEB;;;
5892;1715;1726;Vauhkoinen;Mårten;;Waken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 701,702,703,704,706,711;;JM/NP;;;
5893;1716;;Vauhkoinen;Mårten;Staffansson;Hwaikan;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 716;;JM,NP;;;
5894;1716;1738;Vauhkoinen;Anders;;Hwaikan;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 716;;JM;;;
5895;1720;;Vauhkoinen;Mårten;;Waijken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 720;;JM/NP;;;
5896;1720;;Vauhkoinen;Mårten;;Haiken;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb h720;;JM;;;
5897;1722;;Vauhkoinen;Anders;;Waicken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 722;B;JEB;;;
5898;1725;;Vauhkoinen;Anders;;Hwaiken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 725; ;JM/NP;;;
5899;1726;;Vauhkoinen;Mårten;;Waiken;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 726;;JM,NP;;;
5900;1726;;Vauhkoinen;Anders;Staffansson;Waiken;Aspberget;N Finnskoga;S;VA:Dalby KB;hfl 726;;JM,NP;;;
5901;1727; ;Vauhkoinen;Staffan;Staffansson;Waiken;Aspberget;N Finnskoga;S;VA:Dalby KB;db 727;;JM,NP;;;
5902;1729;;Vauhkoinen;Anders;;Waiken;Aspberget;N Finnskoga;S;SRA:LR:Dalby;mtl 729,731,732,738;LB;;;;
5903;1729;;Vauhkoinen;Anders;;Wajken;Aspberget;N Finnskoga;S;VA:Älvdal HR;domb v729;;JEB;;;
5904;1738;;Vauhkoinen;Anders;;Hwaiken;Aspberget;N Finnskoga;S;VA:Dalby KB;fb 738;;JEB,NP;;;
5905;1748; ;Vauhkoinen;Henrik;;Waicken;Aspberget;N Finnskoga;S;SAH:SØSS;sp 748;;JM;;;
5906;1748;;Vauhkoinen;Mattis;Olsen;Vauhkoinen;S Gravberget;Våler Finnskog;No;SKS;Gottlundiana;Gtl2:359;;;;
5907;1821;;Vauhkoinen;;;Vauhkoinen;Aspberget;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:40;;;;
5908;1821;;Vauhkoinen;;;Vauhkoinen;Eidsberget;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:211;;;;
5909;1821;;Vauhkoinen;;;Vauhkoinen;Enberget;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:209;;;;
5910;1821;;Vauhkoinen;;;Vauhkoinen;Granerud;Elverum;No;FRA:SHS;Gottlund VII:9:8;Gtl4:197;;;;
5911;1821;;Vauhkoinen;;;Vauhkoinen;Gravbergsmoen;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:208;;;;
5912;1821;;Vauhkoinen;;;Vauhkoinen;Håberget;Elverum;No;FRA:SHS;Gottlund VII:9:8;Gtl4:197;;;;
5913;1821;;Vauhkoinen;;;Vauhkoinen;Risberget;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:211;;;;
5914;1821;;Vauhkoinen;;;Vauhkoinen;Rådelsbråten;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:210;;;;
5915;1821;;Vauhkoinen;;;Vauhkoinen;S Gravberget;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:209;;;;
5916;1686; ;Veteläinen;Anne;Johansdatter;Veteland;Hovelsåsen;Åsnes;No;NRA:DK;finnemtl 686;Fm:117;;;;
5917;1686;;Veteläinen;Anne;Johansdatter;Viteland;Hovelsåsen;Åsnes;No;SAH:SØSS;tb 686;;JM;;;
5918;1821;;Veteläinen;Tosten;Olsen;Veteläinen;Rauken;Hof Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
5919;1821;;Veteläinen;Tomas;Andersen;Veteläinen;Puro;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
5920;1821;;Veteläinen;Saarne;Andersen;Veteläinen;N Bakken;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
5921;1821;;Veteläinen;Saarne;Andersen;Veteläinen;Peistorpsmoen;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
5922;1821;;Veteläinen;Per;Olsson;Veteläinen;Medskogen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:364;;;;
5923;1821;;Veteläinen;Per;Mattisen;Veteläinen;Gretviken;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:328;;;;
5924;1821;;Veteläinen;Kari;Andersdatter;Veteläinen;S Gransjøen;Hof Finnskog;No;SKS;Gottlundiana;Gtl2:353;;;;
5925;1821;;Veteläinen;Henrik;Olsson;Veteläinen;Medskogen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:364;;;;
5926;1821;;Veteläinen;Henrik;Matsson;Veteläinen;Tysktorp;Nyskoga;S;SKS;Gottlundiana;Gtl2:229;;;;
5927;1821;;Veteläinen;Henrik;Andersen;Veteläinen;S Vermunden;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:355;;;;
5928;1821;;Veteläinen;Lena;Andersdotter;Veteläinen;Falltorp;S Finnskoga;S;SKS;Gottlundiana;Gtl2:351;;;;
5929;1821;;Veteläinen;Daniel;Danielsen;Veteläinen;Tysjöberg;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:357;;;;
5930;1821;;Veteläinen;Daniel;Danielsen;Veteläinen;Gransjøen;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:353;;;;
5931;1821;;Veteläinen;Daniel;Andersen;Veteläinen;Sandsundet;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:360;;;;
5932;1821;;Veteläinen;Brede;Andersen;Veteläinen; ;Åsnes Finnskog;No;SKS;Gottlundiana;Gtl2:372;;;;
5933;1821;;Veteläinen;Berte;Olsdatter;Veteläinen;Fall;Hof Finnskog;No;SKS;Gottlundiana;Gtl2:352;;;;
5934;1821;;Veteläinen;Anders;Danielsson;Veteläinen;Medskogen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:363;;;;
5935;1821;;Veteläinen;Anders;Andersen;Veteläinen;Halkoien;Våler Finnskog;No;SKS;Gottlundiana;Gtl2:359;;;;
5936;1821;;Veteläinen;;;Veteläinen;Alunbekken;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:203;;;;
5937;1821;;Veteläinen;;;Veteläinen;Bakken;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:201f;;;;
5938;1821;;Veteläinen;;;Veteläinen;Björntjärnshöjden;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:105;;;;
5939;1821;;Veteläinen;;;Veteläinen;Bograngen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:54;;;;
5940;1821;;Veteläinen;;;Veteläinen;Bograngsberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:74;;;;
5941;1821;;Veteläinen;;;Veteläinen;Djäkneliden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:54;;;;
5942;1821;;Veteläinen;;;Veteläinen;Dulpetorpet;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:201;;;;
5943;1821;;Veteläinen;;;Veteläinen;Fallet;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:56;;;;
5944;1821;;Veteläinen;;;Veteläinen;Falltorpet;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:57;;;;
5945;1821;;Veteläinen;;;Veteläinen;Gransjøen;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:198;;;;
5946;1821;;Veteläinen;;;Veteläinen;Halkoien;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:212;;;;
5947;1821;;Veteläinen;;;Veteläinen;Juvberget;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:208;;;;
5948;1821;;Veteläinen;;;Veteläinen;Järpliden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:58f,61;;;;
5949;1821;;Veteläinen;;;Veteläinen;Kindsjön;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:63;;;;
5950;1821;;Veteläinen;;;Veteläinen;Lindberget;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200,204;;;;
5951;1821;;Veteläinen;;;Veteläinen;Medskogen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:68f;;;;
5952;1821;;Veteläinen;;;Veteläinen;N Gravberget;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:209;;;;
5953;1821;;Veteläinen;;;Veteläinen;N Vermundsberget;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:203f;;;;
5954;1821;;Veteläinen;;;Veteläinen;N Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:157,166;;;;
5955;1821;;Veteläinen;;;Veteläinen;Röjden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:70f;;;;
5956;1821;;Veteläinen;;;Veteläinen;Sandsundet;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:202;;;;
5957;1821;;Veteläinen;;;Veteläinen;Skråckarberget;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:73;;;;
5958;1821;;Veteläinen;;;Veteläinen;Skåråhon;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:47;;;;
5959;1821;;Veteläinen;;;Veteläinen;S Flatåsen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:155;;;;
5960;1821;;Veteläinen;;;Veteläinen;S Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:154ff,167;;;;
5961;1821;;Veteläinen;;;Veteläinen;S Vermunden;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:202;;;;
5962;1821;;Veteläinen;;;Veteläinen;Tolgraven;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:74;;;;
5963;1821;;Veteläinen;;;Veteläinen;Tyskeberget;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:199;;;;
5964;1821;;Veteläinen;;;Veteläinen;Venberget;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:203;;;;
5965;1600-t;;Veteläinen;Johan;;Veteläinen;Medskogen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:363;;;;
5966;1600-t;;Veteläinen;Daniel;;Veteläinen;Medskogen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:363;;;;
5967;1600-t;;Veteläinen;;;Wäddelainen;Medskog;S Finnskoga;S;;;Ax1:159;;;;
5968;1665;1695;Viholainen;Johan;;Midhan;Borrsjön;Gräsmark;S;VA:Fryksdal HR;domb v665; ;JM;;;
